asset	asset_address	type	mode	destination	source	entry_address
asset_889A0D	$889A0D	VRAM	normal	$3000	VRAM_B09408	$889A14
asset_889A0D	$889A0D	VRAM	normal	$3C00	VRAM_B09BBA	$889A19
asset_889A0D	$889A0D	VRAM	normal	$4000	VRAM_B08B90	$889A1E
asset_889A0D	$889A0D	VRAM	normal	$5000	VRAM_A18681	$889A23
asset_889A0D	$889A0D	VRAM	normal	$7000	VRAM_ABF769	$889A28
asset_889A0D	$889A0D	VRAM	normal	$7800	VRAM_AB8000	$889A2D
asset_889A33	$889A33	WRAM	normal	$7FC000	FILE_B0D407	$889A35
asset_889A33	$889A33	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889A3B
asset_889A33	$889A33	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889A41
asset_889A33	$889A33	WRAM	normal	$7E8000	FILE_B0C88D	$889A47
asset_889A4F	$889A4F	VRAM	normal	$2000	VRAM_91EAF0	$889A51
asset_889A4F	$889A4F	VRAM	normal	$3000	VRAM_B09408	$889A56
asset_889A4F	$889A4F	VRAM	normal	$4000	VRAM_B08B90	$889A5B
asset_889A4F	$889A4F	VRAM	normal	$1000	VRAM_B0C92B	$889A60
asset_889A4F	$889A4F	VRAM	normal	$1800	VRAM_B0C92B	$889A65
asset_889A4F	$889A4F	VRAM	normal	$5000	VRAM_A18681	$889A6A
asset_889A4F	$889A4F	VRAM	normal	$7000	VRAM_ABF769	$889A6F
asset_889A4F	$889A4F	VRAM	normal	$7800	VRAM_AB8000	$889A74
asset_889A7A	$889A7A	WRAM	normal	$7FC000	FILE_B0D453	$889A7C
asset_889A7A	$889A7A	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889A82
asset_889A7A	$889A7A	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889A88
asset_889A7A	$889A7A	WRAM	normal	$7E8000	FILE_B0C88D	$889A8E
asset_889A96	$889A96	VRAM	normal	$2000	VRAM_91EAF0	$889A98
asset_889A96	$889A96	VRAM	normal	$3000	VRAM_B09408	$889A9D
asset_889A96	$889A96	VRAM	normal	$4000	VRAM_B08B90	$889AA2
asset_889A96	$889A96	VRAM	normal	$1000	VRAM_B0C92B	$889AA7
asset_889A96	$889A96	VRAM	normal	$1400	VRAM_B0C92B	$889AAC
asset_889A96	$889A96	VRAM	normal	$5000	VRAM_A18681	$889AB1
asset_889A96	$889A96	VRAM	normal	$7000	VRAM_ABF769	$889AB6
asset_889A96	$889A96	VRAM	normal	$7800	VRAM_AB8000	$889ABB
asset_889AC1	$889AC1	WRAM	normal	$7FC000	FILE_B0D484	$889AC3
asset_889AC1	$889AC1	WRAM	normal	$7FA000	FILE_B0AEF3|$400000	$889AC9
asset_889AC1	$889AC1	WRAM	normal	$7FA001	FILE_B0B6DC|$400000	$889ACF
asset_889AC1	$889AC1	WRAM	normal	$7F7000	FILE_B0D55B	$889AD5
asset_889ADD	$889ADD	VRAM	normal	$2000	VRAM_91EAF0	$889ADF
asset_889ADD	$889ADD	VRAM	normal	$3000	VRAM_B09408	$889AE4
asset_889ADD	$889ADD	VRAM	normal	$1000	VRAM_B0BB1A	$889AE9
asset_889ADD	$889ADD	VRAM	normal	$1400	VRAM_B0BB1A	$889AEE
asset_889ADD	$889ADD	VRAM	normal	$1800	VRAM_B0BB1A	$889AF3
asset_889ADD	$889ADD	VRAM	normal	$1C00	VRAM_B0BB1A	$889AF8
asset_889ADD	$889ADD	VRAM	normal	$5000	VRAM_A18681	$889AFD
asset_889ADD	$889ADD	VRAM	normal	$7000	VRAM_B1D690	$889B02
asset_889ADD	$889ADD	VRAM	normal	$7400	VRAM_AA9D67	$889B07
asset_889ADD	$889ADD	VRAM	normal	$7800	VRAM_AB8000	$889B0C
asset_889B12	$889B12	WRAM	normal	$7FC000	FILE_B0D5C5	$889B14
asset_889B12	$889B12	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889B1A
asset_889B12	$889B12	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889B20
asset_889B12	$889B12	WRAM	normal	$7E8000	FILE_B0C88D	$889B26
asset_889B2E	$889B2E	VRAM	normal	$2000	VRAM_91EAF0	$889B30
asset_889B2E	$889B2E	VRAM	normal	$3000	VRAM_B09408	$889B35
asset_889B2E	$889B2E	VRAM	normal	$4000	VRAM_B08B90	$889B3A
asset_889B2E	$889B2E	VRAM	normal	$1000	VRAM_B0D616	$889B3F
asset_889B2E	$889B2E	VRAM	normal	$1400	VRAM_B0D616	$889B44
asset_889B2E	$889B2E	VRAM	normal	$5000	VRAM_A18681	$889B49
asset_889B2E	$889B2E	VRAM	normal	$7000	VRAM_99A44E	$889B4E
asset_889B2E	$889B2E	VRAM	normal	$7800	VRAM_AB8000	$889B53
asset_889B59	$889B59	WRAM	normal	$7FC000	FILE_B0D72D	$889B5B
asset_889B59	$889B59	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889B61
asset_889B59	$889B59	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889B67
asset_889B59	$889B59	WRAM	normal	$7F7000	FILE_B0D7E1	$889B6D
asset_889B75	$889B75	VRAM	normal	$2000	VRAM_91EAF0	$889B77
asset_889B75	$889B75	VRAM	normal	$3000	VRAM_B09408	$889B7C
asset_889B75	$889B75	VRAM	normal	$4000	VRAM_B08B90	$889B81
asset_889B75	$889B75	VRAM	normal	$1000	VRAM_B0C92B	$889B86
asset_889B75	$889B75	VRAM	normal	$1400	VRAM_B0C92B	$889B8B
asset_889B75	$889B75	VRAM	normal	$5000	VRAM_A18681	$889B90
asset_889B75	$889B75	VRAM	normal	$7000	VRAM_B1D690	$889B95
asset_889B75	$889B75	VRAM	normal	$7800	VRAM_AB8000	$889B9A
asset_889BA0	$889BA0	WRAM	normal	$7FC000	FILE_B0D86F	$889BA2
asset_889BA0	$889BA0	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889BA8
asset_889BA0	$889BA0	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889BAE
asset_889BA0	$889BA0	WRAM	normal	$7E8000	FILE_B0C88D	$889BB4
asset_889BBC	$889BBC	VRAM	normal	$2000	VRAM_91EAF0	$889BBE
asset_889BBC	$889BBC	VRAM	normal	$3000	VRAM_B09408	$889BC3
asset_889BBC	$889BBC	VRAM	normal	$4000	VRAM_B08B90	$889BC8
asset_889BBC	$889BBC	VRAM	normal	$1000	VRAM_B0C92B	$889BCD
asset_889BBC	$889BBC	VRAM	normal	$1400	VRAM_B0C92B	$889BD2
asset_889BBC	$889BBC	VRAM	normal	$5000	VRAM_A18681	$889BD7
asset_889BBC	$889BBC	VRAM	normal	$7000	VRAM_ABF769	$889BDC
asset_889BBC	$889BBC	VRAM	normal	$7800	VRAM_AB8000	$889BE1
asset_889BE7	$889BE7	WRAM	normal	$7FC000	FILE_AFFF28	$889BE9
asset_889BE7	$889BE7	WRAM	normal	$7FA000	FILE_B0BE02|$400000	$889BEF
asset_889BE7	$889BE7	WRAM	normal	$7FA001	FILE_B0C518|$400000	$889BF5
asset_889BE7	$889BE7	WRAM	normal	$7E8000	FILE_B0C88D	$889BFB
asset_889C03	$889C03	VRAM	normal	$2000	VRAM_91EAF0	$889C05
asset_889C03	$889C03	VRAM	normal	$3000	VRAM_B09408	$889C0A
asset_889C03	$889C03	VRAM	normal	$4000	VRAM_B08B90	$889C0F
asset_889C03	$889C03	VRAM	normal	$1000	VRAM_B0C92B	$889C14
asset_889C03	$889C03	VRAM	normal	$1800	VRAM_B0C92B	$889C19
asset_889C03	$889C03	VRAM	normal	$5000	VRAM_A18681	$889C1E
asset_889C03	$889C03	VRAM	normal	$7800	VRAM_AB8000	$889C23
asset_889C29	$889C29	WRAM	normal	$7FC000	FILE_B0D8BB	$889C2B
asset_889C29	$889C29	WRAM	normal	$7FA000	FILE_B0AEF3|$400000	$889C31
asset_889C29	$889C29	WRAM	normal	$7FA001	FILE_B0B6DC|$400000	$889C37
asset_889C29	$889C29	WRAM	normal	$7E8000	FILE_B0B9A0	$889C3D
asset_889C45	$889C45	VRAM	normal	$2000	VRAM_91EAF0	$889C47
asset_889C45	$889C45	VRAM	normal	$3000	VRAM_B09408	$889C4C
asset_889C45	$889C45	VRAM	normal	$1000	VRAM_A2FFAB	$889C51
asset_889C45	$889C45	VRAM	normal	$5000	VRAM_A18681	$889C56
asset_889C45	$889C45	VRAM	normal	$7000	VRAM_99A44E	$889C5B
asset_889C61	$889C61	WRAM	normal	$7FC000	FILE_B0D8E7	$889C63
asset_889C61	$889C61	WRAM	normal	$7FA000	FILE_B0DA0A|$400000	$889C69
asset_889C61	$889C61	WRAM	normal	$7FA001	FILE_B0E1BE|$400000	$889C6F
asset_889C61	$889C61	WRAM	normal	$7E8000	FILE_B0E545	$889C75
asset_889C7D	$889C7D	VRAM	normal	$2000	VRAM_91EAF0	$889C7F
asset_889C7D	$889C7D	VRAM	normal	$3000	VRAM_B09408	$889C84
asset_889C7D	$889C7D	VRAM	normal	$4000	VRAM_AFD6A6	$889C89
asset_889C7D	$889C7D	VRAM	normal	$1000	VRAM_A2FFAB	$889C8E
asset_889C7D	$889C7D	VRAM	normal	$5000	VRAM_A18681	$889C93
asset_889C7D	$889C7D	VRAM	normal	$7000	VRAM_B1D690	$889C98
asset_889C7D	$889C7D	VRAM	normal	$7800	VRAM_AB8000	$889C9D
asset_889C7D	$889C7D	VRAM	normal	$7E00	VRAM_978581	$889CA2
asset_889CA8	$889CA8	WRAM	normal	$7FC000	FILE_B0D8BB	$889CAA
asset_889CA8	$889CA8	WRAM	normal	$7FA000	FILE_B0AEF3|$400000	$889CB0
asset_889CA8	$889CA8	WRAM	normal	$7FA001	FILE_B0B6DC|$400000	$889CB6
asset_889CA8	$889CA8	WRAM	normal	$7E8000	FILE_B0B9A0	$889CBC
asset_889CC4	$889CC4	VRAM	normal	$2000	VRAM_91EAF0	$889CC6
asset_889CC4	$889CC4	VRAM	normal	$3000	VRAM_B09408	$889CCB
asset_889CC4	$889CC4	VRAM	normal	$1000	VRAM_A2FFAB	$889CD0
asset_889CC4	$889CC4	VRAM	normal	$5000	VRAM_A18681	$889CD5
asset_889CC4	$889CC4	VRAM	normal	$7000	VRAM_99A44E	$889CDA
asset_889CE0	$889CE0	WRAM	normal	$7FC000	FILE_B0E615	$889CE2
asset_889CE0	$889CE0	WRAM	normal	$7FA000	FILE_B0DA0A|$400000	$889CE8
asset_889CE0	$889CE0	WRAM	normal	$7FA001	FILE_B0E1BE|$400000	$889CEE
asset_889CE0	$889CE0	WRAM	normal	$7E8000	FILE_B0E545	$889CF4
asset_889CFC	$889CFC	VRAM	normal	$2000	VRAM_91EAF0	$889CFE
asset_889CFC	$889CFC	VRAM	normal	$3000	VRAM_B09408	$889D03
asset_889CFC	$889CFC	VRAM	normal	$4000	VRAM_AFD6A6	$889D08
asset_889CFC	$889CFC	VRAM	normal	$1000	VRAM_B0E68E	$889D0D
asset_889CFC	$889CFC	VRAM	normal	$1400	VRAM_B0E68E	$889D12
asset_889CFC	$889CFC	VRAM	normal	$1800	VRAM_B0E68E	$889D17
asset_889CFC	$889CFC	VRAM	normal	$1C00	VRAM_B0E68E	$889D1C
asset_889CFC	$889CFC	VRAM	normal	$5000	VRAM_A18681	$889D21
asset_889CFC	$889CFC	VRAM	normal	$7000	VRAM_ABF769	$889D26
asset_889CFC	$889CFC	VRAM	normal	$7800	VRAM_AB8000	$889D2B
asset_889D31	$889D31	WRAM	normal	$7FC000	FILE_B0E950	$889D33
asset_889D31	$889D31	WRAM	normal	$7FA000	FILE_B0DA0A|$400000	$889D39
asset_889D31	$889D31	WRAM	normal	$7FA001	FILE_B0E1BE|$400000	$889D3F
asset_889D31	$889D31	WRAM	normal	$7E8000	FILE_B0E545	$889D45
asset_889D4D	$889D4D	VRAM	normal	$2000	VRAM_91EAF0	$889D4F
asset_889D4D	$889D4D	VRAM	normal	$3000	VRAM_B09408	$889D54
asset_889D4D	$889D4D	VRAM	normal	$4000	VRAM_AFD6A6	$889D59
asset_889D4D	$889D4D	VRAM	normal	$1000	VRAM_B0F4F0	$889D5E
asset_889D4D	$889D4D	VRAM	normal	$1400	VRAM_B0F4F0	$889D63
asset_889D4D	$889D4D	VRAM	normal	$1800	VRAM_B0F4F0	$889D68
asset_889D4D	$889D4D	VRAM	normal	$1C00	VRAM_B0F4F0	$889D6D
asset_889D4D	$889D4D	VRAM	normal	$5000	VRAM_A18681	$889D72
asset_889D4D	$889D4D	VRAM	normal	$7000	VRAM_ABF769	$889D77
asset_889D4D	$889D4D	VRAM	normal	$7800	VRAM_AB8000	$889D7C
asset_889D9B	$889D9B	VRAM	normal	$2000	VRAM_91EAF0	$889D9D
asset_889D9B	$889D9B	VRAM	normal	$3000	VRAM_B09408	$889DA2
asset_889D9B	$889D9B	VRAM	normal	$4000	VRAM_B08B90	$889DA7
asset_889D9B	$889D9B	VRAM	normal	$5000	VRAM_A18681	$889DAC
asset_889D9B	$889D9B	VRAM	normal	$7000	VRAM_ABF769	$889DB1
asset_889D9B	$889D9B	VRAM	normal	$7800	VRAM_AB8000	$889DB6
asset_889DBC	$889DBC	WRAM	normal	$7FC000	FILE_B0F4A7	$889DBE
asset_889DBC	$889DBC	WRAM	normal	$7FA000	FILE_B0DA0A|$400000	$889DC4
asset_889DBC	$889DBC	WRAM	normal	$7FA001	FILE_B0E1BE|$400000	$889DCA
asset_889DBC	$889DBC	WRAM	normal	$7E8000	FILE_B0E545	$889DD0
asset_889DD8	$889DD8	VRAM	normal	$2000	VRAM_91EAF0	$889DDA
asset_889DD8	$889DD8	VRAM	normal	$3000	VRAM_B09408	$889DDF
asset_889DD8	$889DD8	VRAM	normal	$4000	VRAM_AFD6A6	$889DE4
asset_889DD8	$889DD8	VRAM	normal	$1000	VRAM_B0F4F0	$889DE9
asset_889DD8	$889DD8	VRAM	normal	$1400	VRAM_B0F4F0	$889DEE
asset_889DD8	$889DD8	VRAM	normal	$1800	VRAM_B0F4F0	$889DF3
asset_889DD8	$889DD8	VRAM	normal	$1C00	VRAM_B0F4F0	$889DF8
asset_889DD8	$889DD8	VRAM	normal	$5000	VRAM_A18681	$889DFD
asset_889DD8	$889DD8	VRAM	normal	$7800	VRAM_AB8000	$889E02
asset_889E08	$889E08	WRAM	normal	$7FC000	FILE_B0F661	$889E0A
asset_889E08	$889E08	WRAM	normal	$7FA000	FILE_B0EA26|$400000	$889E10
asset_889E08	$889E08	WRAM	normal	$7FA001	FILE_B0F18C|$400000	$889E16
asset_889E08	$889E08	WRAM	normal	$7E8000	FILE_B0F422	$889E1C
asset_889E24	$889E24	VRAM	normal	$2000	VRAM_91EAF0	$889E26
asset_889E24	$889E24	VRAM	normal	$3000	VRAM_B09408	$889E2B
asset_889E24	$889E24	VRAM	normal	$4000	VRAM_B08B90	$889E30
asset_889E24	$889E24	VRAM	normal	$1000	VRAM_B0C92B	$889E35
asset_889E24	$889E24	VRAM	normal	$1400	VRAM_B0C92B	$889E3A
asset_889E24	$889E24	VRAM	normal	$5000	VRAM_A18681	$889E3F
asset_889E24	$889E24	VRAM	normal	$7800	VRAM_AB8000	$889E44
asset_889E24	$889E24	VRAM	normal	$7C00	VRAM_AADF5B	$889E49
asset_889E4F	$889E4F	WRAM	normal	$7FC000	FILE_B0F6BE	$889E51
asset_889E4F	$889E4F	WRAM	normal	$7FA000	FILE_B0EA26|$400000	$889E57
asset_889E4F	$889E4F	WRAM	normal	$7FA001	FILE_B0F18C|$400000	$889E5D
asset_889E4F	$889E4F	WRAM	normal	$7E8000	FILE_B0F422	$889E63
asset_889E6B	$889E6B	VRAM	normal	$2000	VRAM_91EAF0	$889E6D
asset_889E6B	$889E6B	VRAM	normal	$3000	VRAM_B09408	$889E72
asset_889E6B	$889E6B	VRAM	normal	$4000	VRAM_B08B90	$889E77
asset_889E6B	$889E6B	VRAM	normal	$1000	VRAM_B0C92B	$889E7C
asset_889E6B	$889E6B	VRAM	normal	$1800	VRAM_B0C92B	$889E81
asset_889E6B	$889E6B	VRAM	normal	$5000	VRAM_A18681	$889E86
asset_889E6B	$889E6B	VRAM	normal	$7800	VRAM_AB8000	$889E8B
asset_889E91	$889E91	WRAM	normal	$7FC000	FILE_B2F6A0	$889E93
asset_889E91	$889E91	WRAM	normal	$7FA000	FILE_B0EA26|$400000	$889E99
asset_889E91	$889E91	WRAM	normal	$7FA001	FILE_B0F18C|$400000	$889E9F
asset_889E91	$889E91	WRAM	normal	$7E8000	FILE_B0F422	$889EA5
asset_889EAD	$889EAD	VRAM	normal	$2000	VRAM_91EAF0	$889EAF
asset_889EAD	$889EAD	VRAM	normal	$3000	VRAM_B09408	$889EB4
asset_889EAD	$889EAD	VRAM	normal	$4000	VRAM_B08B90	$889EB9
asset_889EAD	$889EAD	VRAM	normal	$1000	VRAM_B0C92B	$889EBE
asset_889EAD	$889EAD	VRAM	normal	$5000	VRAM_A18681	$889EC3
asset_889EAD	$889EAD	VRAM	normal	$7800	VRAM_AB8000	$889EC8
asset_889EE7	$889EE7	VRAM	normal	$2000	VRAM_91EAF0	$889EE9
asset_889EE7	$889EE7	VRAM	normal	$3000	VRAM_B09408	$889EEE
asset_889EE7	$889EE7	VRAM	normal	$4000	VRAM_B08B90	$889EF3
asset_889EE7	$889EE7	VRAM	normal	$5000	VRAM_A18681	$889EF8
asset_889EE7	$889EE7	VRAM	normal	$7600	VRAM_A5FBCF	$889EFD
asset_889EE7	$889EE7	VRAM	normal	$7800	VRAM_AB8000	$889F02
asset_889EE7	$889EE7	VRAM	normal	$7C00	VRAM_AADF5B	$889F07
asset_889F0D	$889F0D	WRAM	normal	$7FC000	FILE_B0F7DF	$889F0F
asset_889F0D	$889F0D	WRAM	normal	$7FA000	FILE_B0EA26|$400000	$889F15
asset_889F0D	$889F0D	WRAM	normal	$7FA001	FILE_B0F18C|$400000	$889F1B
asset_889F0D	$889F0D	WRAM	normal	$7E8000	FILE_B0F422	$889F21
asset_889F29	$889F29	VRAM	normal	$2000	VRAM_91EAF0	$889F2B
asset_889F29	$889F29	VRAM	normal	$3000	VRAM_B09408	$889F30
asset_889F29	$889F29	VRAM	normal	$4000	VRAM_B08B90	$889F35
asset_889F29	$889F29	VRAM	normal	$1000	VRAM_B0C92B	$889F3A
asset_889F29	$889F29	VRAM	normal	$1400	VRAM_B0C92B	$889F3F
asset_889F29	$889F29	VRAM	normal	$5000	VRAM_A18681	$889F44
asset_889F29	$889F29	VRAM	normal	$7E00	VRAM_9DEF92	$889F49
asset_889F4F	$889F4F	WRAM	normal	$7FC000	FILE_BFAE5E	$889F51
asset_889F4F	$889F4F	WRAM	normal	$7FA000	FILE_BFAA93|$400000	$889F57
asset_889F4F	$889F4F	WRAM	normal	$7FA001	FILE_BFAD0C|$400000	$889F5D
asset_889F4F	$889F4F	WRAM	normal	$7E8000	FILE_BFAE19	$889F63
asset_889F6B	$889F6B	VRAM	normal	$2000	VRAM_B4896E	$889F6D
asset_889F6B	$889F6B	VRAM	normal	$3000	VRAM_B49A72	$889F72
asset_889F6B	$889F6B	VRAM	normal	$3000	VRAM_B4B0DE	$889F77
asset_889F6B	$889F6B	VRAM	normal	$1000	VRAM_A2FFAB	$889F7C
asset_889F6B	$889F6B	VRAM	normal	$1400	VRAM_A2FFAB	$889F81
asset_889F6B	$889F6B	VRAM	normal	$5000	VRAM_A18681	$889F86
asset_889F6B	$889F6B	VRAM	normal	$7000	VRAM_B2E2EC	$889F8B
asset_889F6B	$889F6B	VRAM	normal	$7C00	VRAM_AEC024	$889F90
asset_889F96	$889F96	WRAM	normal	$7FC000	FILE_B3F8C2	$889F98
asset_889F96	$889F96	WRAM	normal	$7FA000	FILE_B4B373|$400000	$889F9E
asset_889F96	$889F96	WRAM	normal	$7FA001	FILE_B4B847|$400000	$889FA4
asset_889F96	$889F96	WRAM	normal	$7F7000	FILE_B2FF54	$889FAA
asset_889FB2	$889FB2	VRAM	normal	$2000	VRAM_B4896E	$889FB4
asset_889FB2	$889FB2	VRAM	normal	$3000	VRAM_B49A72	$889FB9
asset_889FB2	$889FB2	VRAM	normal	$4000	VRAM_BF85D4	$889FBE
asset_889FB2	$889FB2	VRAM	normal	$1000	VRAM_BF890F	$889FC3
asset_889FB2	$889FB2	VRAM	normal	$1400	VRAM_BF890F	$889FC8
asset_889FB2	$889FB2	VRAM	normal	$5000	VRAM_A18681	$889FCD
asset_889FB2	$889FB2	VRAM	normal	$7000	VRAM_98CA76	$889FD2
asset_889FB2	$889FB2	VRAM	normal	$7400	VRAM_AA9787	$889FD7
asset_889FB2	$889FB2	VRAM	normal	$7800	VRAM_AEC024	$889FDC
asset_889FE2	$889FE2	WRAM	normal	$7FC000	FILE_B3F960	$889FE4
asset_889FE2	$889FE2	WRAM	normal	$7FA000	FILE_B4DAD5|$400000	$889FEA
asset_889FE2	$889FE2	WRAM	normal	$7FA001	FILE_B4E1B7|$400000	$889FF0
asset_889FE2	$889FE2	WRAM	normal	$7E8000	FILE_B4E48C	$889FF6
asset_889FFE	$889FFE	VRAM	normal	$2000	VRAM_B4896E	$88A000
asset_889FFE	$889FFE	VRAM	normal	$3000	VRAM_B49A72	$88A005
asset_889FFE	$889FFE	VRAM	normal	$4000	VRAM_B4B0DE	$88A00A
asset_889FFE	$889FFE	VRAM	normal	$4040	VRAM_94D951	$88A00F
asset_889FFE	$889FFE	VRAM	normal	$1000	VRAM_BF8A6F	$88A014
asset_889FFE	$889FFE	VRAM	normal	$1800	VRAM_BF8A6F	$88A019
asset_889FFE	$889FFE	VRAM	normal	$5000	VRAM_A18681	$88A01E
asset_889FFE	$889FFE	VRAM	normal	$7000	VRAM_AA9D67	$88A023
asset_889FFE	$889FFE	VRAM	normal	$7400	VRAM_AA9453	$88A028
asset_889FFE	$889FFE	VRAM	normal	$7800	VRAM_AEC024	$88A02D
asset_88A033	$88A033	WRAM	normal	$7FC000	FILE_B4FFA0	$88A035
asset_88A033	$88A033	WRAM	normal	$7FA000	FILE_B4DAD5|$400000	$88A03B
asset_88A033	$88A033	WRAM	normal	$7FA001	FILE_B4E1B7|$400000	$88A041
asset_88A033	$88A033	WRAM	normal	$7F7000	FILE_B3F88B	$88A047
asset_88A04F	$88A04F	VRAM	normal	$2000	VRAM_B4896E	$88A051
asset_88A04F	$88A04F	VRAM	normal	$3000	VRAM_B49A72	$88A056
asset_88A04F	$88A04F	VRAM	normal	$4000	VRAM_B4B0DE	$88A05B
asset_88A04F	$88A04F	VRAM	normal	$1000	VRAM_A2FFAB	$88A060
asset_88A04F	$88A04F	VRAM	normal	$5000	VRAM_A18681	$88A065
asset_88A04F	$88A04F	VRAM	normal	$7000	VRAM_AA9787	$88A06A
asset_88A04F	$88A04F	VRAM	normal	$7600	VRAM_A5FBCF	$88A06F
asset_88A04F	$88A04F	VRAM	normal	$7800	VRAM_AEC024	$88A074
asset_88A07A	$88A07A	WRAM	normal	$7FC000	FILE_B4B9C2	$88A07C
asset_88A07A	$88A07A	WRAM	normal	$7FA000	FILE_B4DAD5|$400000	$88A082
asset_88A07A	$88A07A	WRAM	normal	$7FA001	FILE_B4E1B7|$400000	$88A088
asset_88A07A	$88A07A	WRAM	normal	$7F7000	FILE_B4C7A0	$88A08E
asset_88A096	$88A096	VRAM	normal	$2000	VRAM_B4896E	$88A098
asset_88A096	$88A096	VRAM	normal	$3000	VRAM_B49A72	$88A09D
asset_88A096	$88A096	VRAM	normal	$4000	VRAM_BF85D4	$88A0A2
asset_88A096	$88A096	VRAM	normal	$1000	VRAM_BF890F	$88A0A7
asset_88A096	$88A096	VRAM	normal	$1400	VRAM_BF890F	$88A0AC
asset_88A096	$88A096	VRAM	normal	$5000	VRAM_A18681	$88A0B1
asset_88A096	$88A096	VRAM	normal	$7800	VRAM_AEC024	$88A0B6
asset_88A0BC	$88A0BC	WRAM	normal	$7FC000	FILE_B4BA2D	$88A0BE
asset_88A0BC	$88A0BC	WRAM	normal	$7FA000	FILE_B4BB35|$400000	$88A0C4
asset_88A0BC	$88A0BC	WRAM	normal	$7FA001	FILE_B4C391|$400000	$88A0CA
asset_88A0BC	$88A0BC	WRAM	normal	$7E8000	FILE_B4C714	$88A0D0
asset_88A0D8	$88A0D8	VRAM	normal	$2000	VRAM_B4896E	$88A0DA
asset_88A0D8	$88A0D8	VRAM	normal	$3000	VRAM_B49A72	$88A0DF
asset_88A0D8	$88A0D8	VRAM	normal	$4000	VRAM_B4B0DE	$88A0E4
asset_88A0D8	$88A0D8	VRAM	normal	$1000	VRAM_A2FFAB	$88A0E9
asset_88A0D8	$88A0D8	VRAM	normal	$5000	VRAM_A18681	$88A0EE
asset_88A0D8	$88A0D8	VRAM	normal	$7000	VRAM_AA8526	$88A0F3
asset_88A0D8	$88A0D8	VRAM	normal	$7800	VRAM_AEC024	$88A0F8
asset_88A0FE	$88A0FE	WRAM	normal	$7FC000	FILE_B4C7E2	$88A100
asset_88A0FE	$88A0FE	WRAM	normal	$7FA000	FILE_B4DAD5|$400000	$88A106
asset_88A0FE	$88A0FE	WRAM	normal	$7FA001	FILE_B4E1B7|$400000	$88A10C
asset_88A0FE	$88A0FE	WRAM	normal	$7E8000	FILE_B4E48C	$88A112
asset_88A11A	$88A11A	VRAM	normal	$2000	VRAM_B4896E	$88A11C
asset_88A11A	$88A11A	VRAM	normal	$3000	VRAM_B49A72	$88A121
asset_88A11A	$88A11A	VRAM	normal	$4000	VRAM_B4B0DE	$88A126
asset_88A11A	$88A11A	VRAM	normal	$1000	VRAM_A2FFAB	$88A12B
asset_88A11A	$88A11A	VRAM	normal	$5000	VRAM_A18681	$88A130
asset_88A11A	$88A11A	VRAM	normal	$7600	VRAM_A5FBCF	$88A135
asset_88A11A	$88A11A	VRAM	normal	$7800	VRAM_AEC024	$88A13A
asset_88A159	$88A159	VRAM	normal	$2000	VRAM_B4896E	$88A15B
asset_88A159	$88A159	VRAM	normal	$3000	VRAM_B49A72	$88A160
asset_88A159	$88A159	VRAM	normal	$5000	VRAM_A18681	$88A165
asset_88A159	$88A159	VRAM	normal	$7400	VRAM_A6FAF2	$88A16A
asset_88A159	$88A159	VRAM	normal	$7800	VRAM_AB8000	$88A16F
asset_88A175	$88A175	WRAM	normal	$7FC000	FILE_B2FF29	$88A177
asset_88A175	$88A175	WRAM	normal	$7FA000	FILE_B4DAD5|$400000	$88A17D
asset_88A175	$88A175	WRAM	normal	$7FA001	FILE_B4E1B7|$400000	$88A183
asset_88A175	$88A175	WRAM	normal	$7F7000	FILE_B4C87C	$88A189
asset_88A191	$88A191	VRAM	normal	$2000	VRAM_B4896E	$88A193
asset_88A191	$88A191	VRAM	normal	$3000	VRAM_B49A72	$88A198
asset_88A191	$88A191	VRAM	normal	$4000	VRAM_BF85D4	$88A19D
asset_88A191	$88A191	VRAM	normal	$1000	VRAM_BF890F	$88A1A2
asset_88A191	$88A191	VRAM	normal	$1400	VRAM_BF890F	$88A1A7
asset_88A191	$88A191	VRAM	normal	$5000	VRAM_A18681	$88A1AC
asset_88A191	$88A191	VRAM	normal	$7800	VRAM_AEC024	$88A1B1
asset_88A1D0	$88A1D0	VRAM	normal	$2000	VRAM_B4896E	$88A1D2
asset_88A1D0	$88A1D0	VRAM	normal	$3000	VRAM_B49A72	$88A1D7
asset_88A1D0	$88A1D0	VRAM	normal	$4000	VRAM_B4B0DE	$88A1DC
asset_88A1D0	$88A1D0	VRAM	normal	$4040	VRAM_94D951	$88A1E1
asset_88A1D0	$88A1D0	VRAM	normal	$1000	VRAM_BF8A6F	$88A1E6
asset_88A1D0	$88A1D0	VRAM	normal	$1800	VRAM_BF8A6F	$88A1EB
asset_88A1D0	$88A1D0	VRAM	normal	$5000	VRAM_A18681	$88A1F0
asset_88A1D0	$88A1D0	VRAM	normal	$7000	VRAM_AA891D	$88A1F5
